DEPT,GR,ILD,DPHI,SitID,Pick,Binary_Predict,Predict
9.0,63.889,0.0,0.44,120484,1,0,0.12120812
9.25,77.865,0.0,0.467,120484,0,0,0.14462231
9.5,76.022,0.0,0.499,120484,0,0,0.12905607
9.75,77.835,0.0,0.528,120484,0,0,0.112683535
10.0,72.335,50.831,0.543,120484,0,0,0.12126543
10.25,73.539,52.705,0.516,120484,0,0,0.11741323
10.5,71.696,53.668,0.525,120484,0,0,0.13942882
10.75,61.332,53.646,0.516,120484,0,0,0.1502074
11.0,57.054,53.609,0.528,120484,0,0,0.14719146
11.25,79.555,52.596,0.533,120484,0,0,0.16342959
11.5,76.495,50.648,0.516,120484,0,0,0.29981005
11.75,64.305,48.793,0.389,120484,0,1,0.37864178
12.0,55.159,44.441,0.169,120484,0,1,0.39757106
12.25,48.447,42.021,0.173,120484,0,0,0.28431326
12.5,59.992,40.471,0.165,120484,0,0,0.2004514
12.75,64.848,38.262,0.14,120484,0,0,0.15972959
13.0,72.134,36.174,0.135,120484,0,0,0.17007941
13.25,72.725,34.844,0.145,120484,0,0,0.13031809
13.5,66.013,32.943,0.149,120484,0,0,0.1400942
13.75,61.122,30.004,0.129,120484,0,0,0.12465376
14.0,61.104,28.375,0.123,120484,0,0,0.124840416
14.25,64.134,25.851,0.158,120484,0,0,0.1307179
14.5,63.504,25.359,0.18,120484,0,0,0.12530945
14.75,63.491,27.297,0.175,120484,0,0,0.14965893
15.0,67.125,29.93,0.176,120484,0,0,0.16469285
15.25,53.718,24.856,0.187,120484,0,0,0.15080062
15.5,50.657,18.471,0.219,120484,0,0,0.13300395
15.75,59.16,15.626,0.249,120484,0,0,0.12434846
16.0,62.794,17.78,0.288,120484,0,0,0.116023265
16.25,59.734,17.121,0.306,120484,0,0,0.10450913
16.5,67.015,16.189,0.293,120484,0,0,0.13554713
16.75,48.744,18.762,0.287,120484,0,0,0.13768601
17.0,50.552,19.102,0.294,120484,0,0,0.09782091
17.25,58.447,20.559,0.294,120484,0,0,0.10148233
17.5,63.289,22.131,0.286,120484,0,0,0.097995564
17.75,61.45,21.314,0.291,120484,0,0,0.085687645
18.0,65.084,19.418,0.281,120484,0,0,0.08797282
18.25,63.245,19.408,0.288,120484,0,0,0.086143784
18.5,58.359,23.343,0.29,120484,0,0,0.07610185
18.75,57.115,28.602,0.268,120484,0,0,0.075291425
19.0,58.937,40.649,0.25,120484,0,0,0.07672417
19.25,63.788,51.686,0.256,120484,0,0,0.073396824
19.5,68.031,53.606,0.279,120484,0,0,0.07447355
19.75,77.142,47.942,0.281,120484,0,0,0.07366151
20.0,69.821,34.331,0.284,120484,0,0,0.08049402
20.25,71.63,20.428,0.272,120484,0,0,0.09023891
20.5,92.913,17.932,0.248,120484,0,0,0.08888877
20.75,100.199,17.596,0.225,120484,0,0,0.09812286
21.0,92.265,21.164,0.23,120484,0,0,0.09745646
21.25,87.383,29.522,0.257,120484,0,0,0.08500301
21.5,78.845,32.368,0.28,120484,0,0,0.08014326
21.75,77.002,31.17,0.306,120484,0,0,0.09067148
22.0,89.156,34.175,0.317,120484,0,0,0.102925435
22.25,97.055,31.721,0.307,120484,0,0,0.09810972
22.5,91.56,24.014,0.266,120484,0,0,0.09986166
22.75,87.282,19.94,0.269,120484,0,0,0.106711864
23.0,95.785,24.436,0.258,120484,0,0,0.104595296
23.25,102.458,21.453,0.246,120484,0,0,0.10241556
23.5,109.139,18.149,0.247,120484,0,0,0.119807415
23.75,105.47,17.156,0.243,120484,0,0,0.2186975
24.0,92.064,17.469,0.237,120484,0,0,0.23351453
24.25,85.351,18.457,0.237,120484,0,0,0.23310314
24.5,90.203,17.776,0.233,120484,0,0,0.2135183
24.75,82.273,14.763,0.242,120484,0,0,0.18434553
25.0,84.69,15.887,0.238,120484,0,0,0.17505057
25.25,90.759,16.48,0.228,120484,0,0,0.22763209
25.5,88.915,14.738,0.23,120484,0,1,0.31393862
25.75,79.769,17.082,0.236,120484,0,1,0.31643623
26.0,70.622,28.15,0.243,120484,0,0,0.24678852
26.25,62.084,54.81,0.252,120484,0,0,0.119407676
26.5,57.807,61.219,0.264,120484,0,0,0.08663886
26.75,80.307,32.592,0.273,120484,0,0,0.08748455
27.0,77.247,22.078,0.25,120484,0,0,0.1495194
27.25,61.406,34.42,0.253,120484,0,0,0.19404443
27.5,52.259,74.886,0.28,120484,0,0,0.10362285
27.75,55.285,82.106,0.293,120484,0,0,0.116752796
28.0,75.351,45.367,0.282,120484,0,0,0.13881041
28.25,91.161,16.676,0.278,120484,0,0,0.11974361
28.5,92.97,30.151,0.27,120484,0,0,0.14535084
28.75,83.823,36.266,0.26,120484,0,0,0.24561864
29.0,71.629,37.609,0.255,120484,0,0,0.27286854
29.25,60.048,46.949,0.26,120484,0,0,0.18990391
29.5,64.291,218.298,0.254,120484,0,0,0.1480882
29.75,40.538,145.143,0.282,120484,0,0,0.09032794
30.0,25.305,98.32,0.316,120484,0,0,0.06779986
30.25,52.675,57.431,0.305,120484,0,0,0.09046402
30.5,72.746,38.904,0.281,120484,0,0,0.088835716
30.75,82.461,41.872,0.28,120484,0,0,0.08633284
31.0,78.796,41.849,0.28,120484,0,0,0.09143062
31.25,88.517,24.445,0.259,120484,0,0,0.09316572
31.5,93.368,17.184,0.241,120484,0,0,0.10511054
31.75,90.916,15.368,0.25,120484,0,0,0.109545276
32.0,103.679,23.085,0.243,120484,0,0,0.10709593
32.25,102.444,17.155,0.234,120484,0,0,0.16510938
32.5,92.081,12.515,0.24,120484,0,0,0.24256489
32.75,83.543,14.239,0.247,120484,0,0,0.20853359
33.0,82.916,18.788,0.251,120484,0,0,0.19184205
33.25,81.682,28.223,0.25,120484,0,0,0.17161787
33.5,72.535,52.947,0.246,120484,0,0,0.16502596
33.75,78.604,42.372,0.282,120484,0,0,0.12306131
34.0,76.152,20.563,0.269,120484,0,0,0.15833817
34.25,72.483,29.223,0.255,120484,0,0,0.15145746
34.5,60.293,32.64,0.259,120484,0,0,0.11234987
34.75,74.886,37.137,0.27,120484,0,0,0.086306445
35.0,70.609,21.292,0.261,120484,0,0,0.09870796
35.25,71.195,30.259,0.256,120484,0,0,0.09975633
35.5,63.27,93.61,0.272,120484,0,0,0.095292926
35.75,58.993,79.193,0.295,120484,0,0,0.08472609
36.0,69.93,24.641,0.29,120484,0,0,0.097649604
36.25,66.869,39.134,0.272,120484,0,0,0.101421714
36.5,72.933,21.221,0.278,120484,0,0,0.10515518
36.75,68.052,34.975,0.288,120484,0,0,0.11137483
37.0,58.905,56.585,0.287,120484,0,0,0.10790518
37.25,63.756,28.501,0.28,120484,0,0,0.09081555
37.5,57.04,42.027,0.274,120484,0,0,0.093097776
37.75,61.895,70.551,0.28,120484,0,0,0.09505016
38.0,55.183,46.914,0.287,120484,0,0,0.097403124
38.25,52.731,40.431,0.288,120484,0,0,0.084822096
38.5,56.974,63.026,0.282,120484,0,0,0.08406673
38.75,55.126,61.827,0.276,120484,0,0,0.095346235
39.0,58.156,43.468,0.274,120484,0,0,0.09537154
39.25,72.741,29.445,0.274,120484,0,0,0.09006988
39.5,66.641,42.623,0.277,120484,0,0,0.111917436
39.75,55.06,58.364,0.278,120484,0,0,0.09817721
40.0,49.566,57.261,0.283,120484,0,0,0.08001679
40.25,65.98,26.29,0.28,120484,0,0,0.10981937
40.5,65.963,32.815,0.284,120484,0,0,0.1175062
40.75,51.339,82.795,0.303,120484,0,0,0.08846314
41.0,53.756,34.016,0.318,120484,0,0,0.08238472
41.25,67.132,23.039,0.284,120484,0,0,0.09166929
41.5,61.637,53.986,0.264,120484,0,0,0.096090764
41.75,62.837,26.203,0.266,120484,0,0,0.104593046
42.0,69.514,29.814,0.277,120484,0,0,0.12261058
42.25,48.195,75.232,0.26,120484,0,0,0.12917294
42.5,42.691,80.972,0.315,120484,0,0,0.074074596
42.75,48.16,69.783,0.326,120484,0,0,0.07649633
43.0,59.097,44.71,0.323,120484,0,0,0.08640725
43.25,65.166,30.853,0.308,120484,0,0,0.09129573
43.5,55.411,32.0,0.282,120484,0,0,0.09042322
43.75,60.262,23.343,0.291,120484,0,0,0.09445728
44.0,64.504,24.663,0.279,120484,0,0,0.13194025
44.25,47.446,53.666,0.275,120484,0,0,0.11718397
44.5,43.168,31.343,0.298,120484,0,0,0.08308844
44.75,55.323,62.167,0.302,120484,0,0,0.08638948
45.0,57.735,69.436,0.297,120484,0,0,0.09123676
45.25,55.897,47.915,0.289,120484,0,0,0.096971594
45.5,64.399,43.653,0.284,120484,0,0,0.10935011
45.75,68.642,41.271,0.285,120484,0,0,0.10534163
46.0,61.93,32.422,0.29,120484,0,0,0.10937742
46.25,55.213,43.581,0.292,120484,0,0,0.10003481
46.5,60.065,27.414,0.3,120484,0,0,0.11026077
46.75,55.183,42.734,0.295,120484,0,0,0.09845015
47.0,47.253,83.194,0.29,120484,0,0,0.10082079
47.25,41.758,54.307,0.296,120484,0,0,0.08790427
47.5,42.958,113.854,0.32,120484,0,0,0.06849802
47.75,46.592,47.65,0.321,120484,0,0,0.07380397
48.0,49.622,65.248,0.316,120484,0,0,0.085837625
48.25,55.082,105.548,0.299,120484,0,0,0.09225305
48.5,44.11,58.321,0.277,120484,0,0,0.08653096
48.75,66.61,28.836,0.304,120484,0,0,0.1102951
49.0,47.726,107.343,0.311,120484,0,0,0.09535331
49.25,31.276,46.621,0.304,120484,0,0,0.083025895
49.5,53.168,31.002,0.315,120484,0,0,0.08692071
49.75,56.194,87.412,0.32,120484,0,0,0.08312716
50.0,39.744,126.55,0.314,120484,0,0,0.066056
50.25,40.335,124.159,0.311,120484,0,0,0.06551259
50.5,49.447,53.917,0.317,120484,0,0,0.082327746
50.75,49.429,87.231,0.32,120484,0,0,0.079989806
51.0,37.848,245.958,0.311,120484,0,0,0.071276866
51.25,34.179,138.444,0.316,120484,0,0,0.07964582
51.5,50.594,42.286,0.32,120484,0,0,0.08714637
51.75,58.488,32.61,0.312,120484,0,0,0.095571734
52.0,67.595,30.265,0.291,120484,0,0,0.1015515
52.25,63.926,31.976,0.286,120484,0,0,0.0912557
52.5,63.309,88.518,0.288,120484,0,0,0.09306352
52.75,44.42,227.511,0.298,120484,0,0,0.0752725
53.0,45.011,235.966,0.306,120484,0,0,0.08997683
53.25,38.299,130.382,0.313,120484,0,0,0.08894767
53.5,28.544,76.159,0.322,120484,0,0,0.07815718
53.75,33.395,26.977,0.329,120484,0,0,0.08240275
54.0,51.64,19.318,0.334,120484,0,0,0.08993197
54.25,72.924,21.181,0.305,120484,0,0,0.1217355
54.5,77.166,25.476,0.267,120484,0,0,0.155721
54.75,69.846,57.526,0.248,120484,0,0,0.18159343
55.0,46.093,550.706,0.278,120484,0,0,0.10138172
55.25,33.903,465.96,0.322,120484,0,0,0.064257696
55.5,25.969,372.895,0.343,120484,0,0,0.060305003
55.75,31.434,257.323,0.333,120484,0,0,0.066692024
56.0,28.977,47.668,0.334,120484,0,0,0.072772615
56.25,35.659,234.304,0.295,120484,0,0,0.07508984
56.5,38.076,122.45,0.266,120484,0,0,0.09440118
56.75,28.32,99.826,0.291,120484,0,0,0.07597154
57.0,28.303,217.182,0.303,120484,0,0,0.067808375
57.25,25.847,109.39,0.304,120484,0,0,0.073198386
57.5,24.008,90.845,0.282,120484,0,0,0.08189725
57.75,27.642,131.501,0.272,120484,0,0,0.077705696
58.0,25.794,71.328,0.263,120484,0,0,0.07589625
58.25,25.172,280.73,0.269,120484,0,0,0.05830768
58.5,23.938,190.167,0.293,120484,0,0,0.06009248
58.75,26.963,60.276,0.309,120484,0,0,0.074357584
59.0,41.552,92.236,0.313,120484,0,0,0.08459975
59.25,40.926,146.49,0.314,120484,0,0,0.08367538
59.5,31.779,285.186,0.32,120484,0,0,0.07515725
59.75,37.239,108.8,0.335,120484,0,0,0.08266605
60.0,46.964,163.435,0.347,120484,0,0,0.0844476
60.25,61.553,26.594,0.336,120484,0,0,0.10748474
60.5,67.621,20.133,0.32,120484,1,0,0.24505752
60.75,60.3,15.816,0.196,120484,0,1,0.3710623
61.0,37.764,17.995,0.121,120484,0,1,0.36200705
61.25,32.27,24.185,0.089,120484,0,0,0.25252026
61.5,29.818,33.121,0.077,120484,0,0,0.22730182
61.75,21.888,54.588,0.094,120484,0,0,0.18405792
62.0,15.78,49.726,0.087,120484,0,0,0.14954136
62.25,15.159,44.477,0.073,120484,0,0,0.1164891
62.5,16.358,48.766,0.084,120484,0,0,0.118581496
62.75,17.558,84.953,0.081,120484,0,0,0.11804459
63.0,17.54,70.551,0.062,120484,0,0,0.11436968
63.25,19.349,49.595,0.068,120484,0,0,0.118502304
63.5,19.94,48.658,0.073,120484,0,0,0.121522896
63.75,19.309,66.627,0.064,120484,0,0,0.1192842
64.0,19.296,66.59,0.073,120484,0,0,0.12137247
64.25,20.496,57.38,0.082,120484,0,0,0.123615846
64.5,20.478,51.324,0.077,120484,0,0,0.11661392
64.75,22.282,44.232,0.05,120484,0,0,0.10394546
65.0,25.303,43.396,0.051,120484,0,0,0.101898044
65.25,27.116,48.469,0.061,120484,0,0,0.09999326
65.5,26.494,42.552,0.084,120484,0,0,0.0856722
65.75,28.302,29.364,0.094,120484,0,0,0.08276147
66.0,30.719,31.02,0.119,120484,0,0,0.08375076
66.25,31.315,28.789,0.144,120484,0,0,0.09169394
66.5,34.34,26.232,0.116,120484,0,0,0.09516304
66.75,41.626,23.46,0.109,120484,0,0,0.12073159
67.0,47.086,33.959,0.098,120484,0,0,0.12560569
67.25,52.546,14.749,0.022,120484,0,0,0.1186034
67.5,82.345,9.808,0.088,120484,0,0,0.1496087
67.75,86.592,8.296,0.12,120484,0,0,0.20007786
68.0,102.403,6.639,0.127,120484,0,1,0.37230867
68.25,88.387,5.722,0.117,120484,0,1,0.44384423
68.5,60.978,9.786,0.086,120484,0,1,0.40241903
68.75,33.574,46.346,0.074,120484,0,1,0.30890095
69.0,25.036,45.464,0.041,120484,0,0,0.1637401
69.25,29.887,45.432,0.029,120484,0,0,0.1291229
69.5,27.435,45.42,0.041,120484,0,0,0.11602718
69.75,31.678,46.237,0.053,120484,0,0,0.114827506
70.0,26.792,47.082,0.066,120484,0,0,0.12456358
70.25,20.688,47.935,0.064,120484,0,0,0.123659976
70.5,24.322,45.313,0.066,120484,0,0,0.115802795
70.75,28.565,42.054,0.054,120484,0,0,0.10880515
71.0,26.721,41.26,0.061,120484,0,0,0.09985272
71.25,27.308,42.805,0.059,120484,0,0,0.08628276
71.5,29.121,47.803,0.033,120484,0,0,0.08776035
71.75,28.495,50.513,0.028,120484,0,0,0.08860719
72.0,21.782,70.46,0.019,120484,0,0,0.08274342
72.25,18.722,73.078,0.083,120484,0,0,0.09301712
72.5,25.404,59.576,0.1,120484,0,0,0.08720359
72.75,34.515,53.273,0.094,120484,0,0,0.085036404
73.0,50.93,31.122,0.09,120484,0,0,0.087337635
73.25,70.996,16.879,0.089,120484,0,0,0.11128757
73.5,63.067,11.222,0.077,120484,0,0,0.1023034
73.75,56.354,12.306,0.058,120484,0,0,0.09042714
74.0,67.896,13.245,0.053,120484,0,0,0.09663351
74.25,63.014,12.067,0.072,120484,0,0,0.093786724
74.5,69.082,12.06,0.074,120484,0,0,0.09826409
74.75,67.239,13.47,0.068,120484,0,0,0.097429685
75.0,66.004,17.45,0.077,120484,0,0,0.09956921
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.11152332
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.106120154
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.10703216
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.107912414
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.10567223
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.10499071
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.10622585
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.104362436
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
-99.0,-99.0,-99.0,-99.0,-99,-99,0,0.07705036
